capitulo,titulo_capitulo,articulo,texto
Capítulo VI,Estado Regional y Organización Territorial,Artículo 226,- f) Administrar sus bienes y patrimonio propio.
Capítulo VI,Estado Regional y Organización Territorial,Artículo 226,"- g) Aprobar, rechazar o modificar la inversión de los recursos de los fondos solidarios que se creen y otros recursos públicos que disponga la ley."
Capítulo VI,Estado Regional y Organización Territorial,Artículo 226,- h) Fiscalizar los actos del gobierno regional de acuerdo con el procedimiento establecido en el estatuto regional.
Capítulo VI,Estado Regional y Organización Territorial,Artículo 226,"- i) Fiscalizar los actos de la administración regional, para lo cual podrá requerir información de autoridades o jefaturas que desempeñen sus funciones en la región autónoma, citar a funcionarios públicos o autoridades regionales y crear comisiones especiales."
Capítulo VI,Estado Regional y Organización Territorial,Artículo 226,- j) Solicitar a la gobernadora o al gobernador regional rendir cuenta sobre su participación en el Consejo de Gobernaciones.
Capítulo VI,Estado Regional y Organización Territorial,Artículo 226,"- k) Aprobar, rechazar o proponer modificaciones al plan de manejo integrado de cuencas."
Capítulo VI,Estado Regional y Organización Territorial,Artículo 226,- l) Pronunciarse en conjunto con los órganos competentes respecto de los procedimientos de evaluación ambiental.
Capítulo VI,Estado Regional y Organización Territorial,Artículo 226,"- m) Aprobar, modificar o rechazar el presupuesto regional, el plan de desarrollo regional y los planes de ordenamiento territorial."
Capítulo VI,Estado Regional y Organización Territorial,Artículo 226,- n) Pronunciarse sobre la convocatoria a consultas o plebiscitos regionales.
Capítulo VI,Estado Regional y Organización Territorial,Artículo 226,"- ñ) Aprobar, a propuesta de la gobernadora o del gobernador regional y previa ratificación de la Cámara de las Regiones, la creación de empresas públicas regionales o la participación en empresas regionales."
Capítulo VI,Estado Regional y Organización Territorial,Artículo 226,- o) Las demás atribuciones que determinen la Constitución y la ley.
Capítulo VI,Estado Regional y Organización Territorial,Artículo 227,1. La organización administrativa y funcionamiento interno de cada región autónoma serán establecidas en un estatuto.
Capítulo VI,Estado Regional y Organización Territorial,Artículo 227,2. El estatuto regional debe respetar los derechos fundamentales y los principios del Estado social y democrático de derecho reconocidos en la Constitución.
Capítulo VI,Estado Regional y Organización Territorial,Artículo 228,"1. El proyecto de estatuto regional será elaborado y propuesto por quien dirija el gobierno regional a la asamblea regional respectiva, para su deliberación y acuerdo, el cual será aprobado por la mayoría en ejercicio."
Capítulo VI,Estado Regional y Organización Territorial,Artículo 228,"2. El proceso de elaboración y reforma de este deberá garantizar la participación popular, democrática y vinculante de los habitantes de la región autónoma respectiva."
Capítulo VI,Estado Regional y Organización Territorial,Artículo 229,1. El consejo social regional es el encargado de promover la participación popular en los asuntos públicos regionales de carácter participativo y consultivo. Su integración y competencias serán determinadas por ley.
Capítulo VI,Estado Regional y Organización Territorial,Artículo 229,"2. Quien dirija el gobierno regional y las jefaturas de los servicios públicos regionales deberán rendir cuenta ante el consejo social regional, a lo menos una vez al año, de la ejecución presupuestaria y del desarrollo de proyectos en los términos prescritos por el estatuto regional."
Capítulo VI,Estado Regional y Organización Territorial,Artículo 230,"1. El Consejo de Gobernaciones, presidido por el Presidente de la República y conformado por las gobernadoras y los gobernadores de cada región, coordinará las relaciones entre la Administración central y las entidades territoriales, velando por el bienestar social y económico equilibrado de la república en su conjunto."
Capítulo VI,Estado Regional y Organización Territorial,Artículo 230,2. Son facultades del Consejo de Gobernaciones:
Capítulo VI,Estado Regional y Organización Territorial,Artículo 230,"    - a) Coordinar, complementar y colaborar en la ejecución de políticas públicas en las regiones."
Capítulo VI,Estado Regional y Organización Territorial,Artículo 230,    - b) Conducir la coordinación económica y presupuestaria entre la Administración central y las regiones autónomas.
Capítulo VI,Estado Regional y Organización Territorial,Artículo 230,"    - c) Debatir sobre las actuaciones conjuntas de carácter estratégico, que afecten a los ámbitos competenciales estatal y regional, así como velar por el respeto de las autonomías de las entidades territoriales."
Capítulo VI,Estado Regional y Organización Territorial,Artículo 230,"    - d) Velar por la correcta aplicación de los principios de equidad, solidaridad y justicia territorial y de los mecanismos de compensación económica interterritorial, en conformidad con la Constitución y la ley."
Capítulo VI,Estado Regional y Organización Territorial,Artículo 230,    - e) Convocar encuentros sectoriales entre entidades territoriales.
Capítulo VI,Estado Regional y Organización Territorial,Artículo 230,    - f) Acordar la creación de comisiones o grupos de trabajo para el estudio de asuntos de interés común.
Capítulo VI,Estado Regional y Organización Territorial,Artículo 230,    - g) Las demás que establezcan la Constitución y la ley.
Capítulo VI,Estado Regional y Organización Territorial,Artículo 231,1. La región autónoma podrá establecer sus plantas de personal y los órganos o las unidades de su estructura interna conforme a la ley cautelando la carrera funcionaria y su debido financiamiento.
Capítulo VI,Estado Regional y Organización Territorial,Artículo 231,"2. Estas facultades serán ejecutadas por quien presida la gobernación, previo acuerdo de la asamblea regional."
Capítulo VI,Estado Regional y Organización Territorial,Artículo 232,"La ley determinará los servicios públicos, las instituciones o empresas del Estado que, en virtud de sus fines fiscalizadores o por razones de eficiencia y de interés general, mantendrán una organización centralizada o desconcentrada en todo el territorio de la república."
Capítulo VI,Estado Regional y Organización Territorial,Artículo 233,1. Las regiones autónomas cuentan con las competencias para coordinarse con quienes representen a los ministerios y servicios públicos con presencia en la región autónoma.
Capítulo VI,Estado Regional y Organización Territorial,Artículo 233,"2. El gobierno regional podrá solicitar a la Administración central la transferencia de competencias de ministerios y servicios públicos. A su vez, las municipalidades podrán solicitar al gobierno regional la transferencia de competencias."
